""	"Tausta_2014.M.Section_4.1"	"Tausta_2014.M.Section_4.2"	"Tausta_2014.M.Section_9.1"	"Tausta_2014.M.Section_9.2"	"Tausta_2014.M.Section_14.1"	"Tausta_2014.M.Section_14.2"	"Tausta_2014.BS.Section_4.1"	"Tausta_2014.BS.Section_4.2"	"Tausta_2014.BS.Section_9.1"	"Tausta_2014.BS.Section_9.2"	"Tausta_2014.BS.Section_14.1"	"Tausta_2014.BS.Section_14.2"
"GRMZM5G829165"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829198"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829202"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829206"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829285"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829289"	0	0	0	0	1	0	0	0	0	0	2	4
"GRMZM5G829291"	105	104	455	374	206	257	77	64	162	203	78	61
"GRMZM5G829293"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829297"	17	44	232	237	69	63	45	54	226	176	61	95
"GRMZM5G829304"	14	13	35	17	18	7	14	21	40	26	4	6
"GRMZM5G829337"	0	2	1	6	1	0	2	3	12	7	10	2
"GRMZM5G829369"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829371"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829376"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829388"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829389"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829396"	1	0	0	0	0	0	0	0	0	1	1	0
"GRMZM5G829401"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829408"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829422"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829423"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829436"	0	0	0	0	1	0	0	0	0	0	0	0
"GRMZM5G829443"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829476"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829486"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829493"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829516"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM5G829529"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829541"	0	1	0	1	0	1	1	7	4	1	2	0
"GRMZM5G829544"	6	1	2	2	3	1	0	2	0	0	2	0
"GRMZM5G829554"	48	44	161	139	69	76	51	42	133	115	41	56
"GRMZM5G829563"	4	3	1	8	6	5	6	4	6	9	2	6
"GRMZM5G829586"	11	11	64	41	21	8	11	24	36	37	20	21
"GRMZM5G829589"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829597"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829622"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829663"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G829680"	0	0	2	1	1	0	0	0	0	1	1	0
"GRMZM5G829685"	0	1	2	1	0	0	2	0	1	2	0	0
"GRMZM5G829705"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829728"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829738"	57	61	218	232	99	91	56	29	185	186	84	85
"GRMZM5G829774"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829778"	9	8	7	9	16	10	58	64	41	40	7	7
"GRMZM5G829825"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829831"	17	22	53	34	5	16	53	50	181	86	5	4
"GRMZM5G829838"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829840"	27	31	116	65	311	234	92	75	287	137	106	64
"GRMZM5G829870"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829894"	426	448	1527	1795	643	537	535	508	1907	1901	970	1366
"GRMZM5G829896"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829897"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829913"	0	1	1	0	0	0	0	0	0	0	0	0
"GRMZM5G829928"	422	398	900	870	163	92	480	452	305	370	88	90
"GRMZM5G829946"	0	0	4	0	3	3	1	0	5	5	0	2
"GRMZM5G829955"	6	3	9	8	15	7	8	7	3	4	6	2
"GRMZM5G829965"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G829967"	0	0	0	0	0	0	0	0	0	0	1	1
"GRMZM5G829977"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830010"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830023"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830033"	0	1	0	0	50	20	2	0	0	0	3	24
"GRMZM5G830054"	1	1	1	4	0	1	4	0	2	1	0	0
"GRMZM5G830085"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G830094"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830120"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830166"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830178"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830189"	38	46	452	379	674	379	124	119	936	695	728	1160
"GRMZM5G830191"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830204"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830210"	4	2	10	4	1	1	2	1	15	6	1	1
"GRMZM5G830234"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830240"	10	19	22	43	37	27	16	18	58	28	15	7
"GRMZM5G830250"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830253"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830264"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830269"	3	2	1	0	0	0	7	2	0	4	0	1
"GRMZM5G830293"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830300"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830319"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830322"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830323"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830329"	0	0	9	4	2	1	2	0	0	0	1	1
"GRMZM5G830357"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830365"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830381"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830401"	0	0	0	0	1	0	0	1	0	1	0	0
"GRMZM5G830403"	8	19	91	95	43	50	10	6	28	52	38	25
"GRMZM5G830436"	3	0	0	0	4	0	3	23	0	3	0	2
"GRMZM5G830442"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830443"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830449"	0	0	0	0	0	0	0	1	0	0	0	0
"GRMZM5G830457"	0	1	0	0	0	0	1	1	1	0	0	0
"GRMZM5G830483"	1	0	3	2	1	0	0	3	4	3	0	0
"GRMZM5G830487"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830495"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830501"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830509"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830511"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830545"	2	2	0	0	0	0	16	10	13	6	2	0
"GRMZM5G830549"	2	1	1	0	0	0	2	0	0	1	0	0
"GRMZM5G830567"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830585"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830596"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830632"	85	43	61	60	7	5	70	57	31	58	17	19
"GRMZM5G830635"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830670"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830671"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830681"	0	0	0	0	0	0	1	0	0	0	3	0
"GRMZM5G830695"	94	77	255	328	111	85	240	183	635	593	190	335
"GRMZM5G830716"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830744"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830747"	5	1	9	15	11	11	6	1	7	11	3	18
"GRMZM5G830771"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830776"	2	0	5	10	3	6	1	0	1	8	0	4
"GRMZM5G830839"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830859"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830868"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830873"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830874"	172	239	859	896	649	586	355	343	1909	1295	634	1264
"GRMZM5G830881"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830888"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830903"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830932"	23	12	57	51	18	8	199	157	607	569	146	238
"GRMZM5G830937"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830938"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G830949"	0	0	1	0	0	0	0	0	0	0	0	0
"GRMZM5G830983"	9	15	4	18	1	1	3	9	7	4	1	0
"GRMZM5G831009"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831025"	1	1	0	1	20	7	0	1	0	0	7	1
"GRMZM5G831059"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM5G831074"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831092"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831094"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831099"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831102"	8	10	0	1	2	1	3	8	0	5	2	1
"GRMZM5G831135"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831142"	9	6	13	13	33	35	15	11	69	33	16	14
"GRMZM5G831153"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831190"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831200"	0	2	0	3	0	0	0	1	1	1	0	0
"GRMZM5G831204"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831222"	0	0	6	1	1	1	0	0	1	3	0	0
"GRMZM5G831224"	0	0	0	0	0	1	0	0	0	0	0	0
"GRMZM5G831226"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831254"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831263"	2	0	7	5	10	3	9	6	7	9	6	20
"GRMZM5G831298"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831305"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831308"	0	0	0	0	0	0	1	0	1	0	0	0
"GRMZM5G831313"	8	3	11	4	2	4	6	5	7	8	0	0
"GRMZM5G831368"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831384"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831388"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831393"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831399"	55	32	87	83	38	49	20	26	61	26	11	13
"GRMZM5G831408"	6	6	33	32	40	11	3	1	10	3	9	5
"GRMZM5G831434"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831452"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831471"	139	153	612	579	193	179	188	130	637	453	146	129
"GRMZM5G831474"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831481"	0	0	0	0	0	0	0	0	2	0	0	0
"GRMZM5G831486"	20	12	11	24	2	2	18	16	23	0	0	0
"GRMZM5G831517"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831519"	1	3	2	2	6	4	3	3	0	7	4	0
"GRMZM5G831533"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831540"	149	98	487	376	121	163	52	103	435	219	65	113
"GRMZM5G831550"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831563"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831577"	2	2	8	7	8	6	1	1	4	14	3	8
"GRMZM5G831582"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831584"	8	13	32	17	28	8	11	11	64	45	25	29
"GRMZM5G831597"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831619"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831620"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831621"	15	25	20	25	17	7	20	15	30	21	2	3
"GRMZM5G831634"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831655"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831658"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831687"	0	0	0	0	2	0	0	0	0	0	0	0
"GRMZM5G831712"	18	12	22	22	9	11	17	13	3	23	5	4
"GRMZM5G831733"	0	0	0	0	0	0	0	0	0	0	0	1
"GRMZM5G831763"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831776"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831780"	65	54	168	168	91	79	79	65	105	157	54	94
"GRMZM5G831795"	10	3	41	24	13	16	11	16	11	21	8	7
"GRMZM5G831797"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831804"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831822"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831835"	95	85	231	206	89	56	97	71	198	227	68	62
"GRMZM5G831837"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831843"	7	9	31	40	8	5	3	4	20	36	2	0
"GRMZM5G831851"	51	65	273	221	190	156	57	57	435	283	160	225
"GRMZM5G831887"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831888"	0	0	0	0	0	0	0	1	2	0	0	0
"GRMZM5G831911"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831937"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831951"	0	0	0	0	0	3	0	0	0	0	0	0
"GRMZM5G831972"	0	0	0	0	1	1	0	0	0	0	0	1
"GRMZM5G831991"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G831993"	71	51	166	220	123	128	73	51	259	202	104	100
"GRMZM5G831994"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832006"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832085"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832100"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832108"	456	556	426	396	357	246	891	814	141	184	135	234
"GRMZM5G832113"	0	1	1	0	0	0	0	0	1	1	0	0
"GRMZM5G832114"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832125"	0	0	0	0	0	1	0	0	0	0	0	0
"GRMZM5G832135"	0	0	1	2	7	5	4	20	163	86	6	10
"GRMZM5G832138"	23	26	80	89	39	56	18	33	76	59	22	47
"GRMZM5G832139"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832149"	0	1	1	0	0	1	7	2	0	0	1	0
"GRMZM5G832154"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832158"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832159"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832163"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832166"	13	9	11	14	21	36	31	52	88	129	30	40
"GRMZM5G832175"	0	0	1	1	0	0	0	0	0	0	1	1
"GRMZM5G832177"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832229"	8947	9860	39567	45583	7791	7568	6440	5098	29840	29000	5426	5955
"GRMZM5G832233"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832248"	0	2	8	13	2	5	8	3	19	7	1	1
"GRMZM5G832281"	6	7	1	1	1	1	23	22	70	54	5	4
"GRMZM5G832300"	4	3	3	2	4	3	10	8	0	0	4	0
"GRMZM5G832313"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832314"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832323"	0	0	1	2	0	1	0	0	0	0	0	0
"GRMZM5G832362"	0	0	1	0	0	0	0	0	53	46	22	3
"GRMZM5G832375"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832378"	2	1	14	6	36	10	3	8	4	14	12	37
"GRMZM5G832380"	14	8	43	40	53	26	9	9	23	37	24	32
"GRMZM5G832381"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832400"	1	0	2	0	0	0	0	0	1	0	0	0
"GRMZM5G832409"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G832412"	0	0	0	1	9	1	2	0	0	0	5	0
"GRMZM5G832420"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832423"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832440"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832452"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832453"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832462"	0	0	0	0	0	0	0	0	0	0	1	0
"GRMZM5G832466"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832467"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832473"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G832480"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832483"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832490"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832491"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832495"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832498"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832562"	0	1	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832565"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832569"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832574"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832582"	0	0	0	0	2	0	0	1	0	2	0	1
"GRMZM5G832624"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832630"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832651"	14	25	63	68	61	35	22	17	52	57	31	17
"GRMZM5G832664"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832672"	97	116	365	415	198	185	145	130	276	247	129	114
"GRMZM5G832681"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832687"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832710"	8	9	11	7	6	1	8	10	3	9	5	2
"GRMZM5G832728"	1	1	1	0	0	0	0	0	0	0	0	0
"GRMZM5G832740"	35	50	192	231	63	39	69	76	220	187	41	46
"GRMZM5G832772"	0	3	18	13	5	11	2	2	27	5	15	14
"GRMZM5G832780"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832805"	5	5	1	2	7	2	18	12	9	8	3	1
"GRMZM5G832816"	16	14	11	4	12	4	2	4	0	2	2	1
"GRMZM5G832821"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832825"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832848"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832859"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832890"	12	16	65	65	47	39	33	28	114	147	101	171
"GRMZM5G832908"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM5G832931"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832939"	591	847	1877	2029	568	667	1701	1421	5548	5544	801	1051
"GRMZM5G832953"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832962"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G832989"	53	42	96	127	15	11	37	33	44	78	4	2
"GRMZM5G832994"	140	111	63	74	9	12	179	186	157	194	36	87
"GRMZM5G833027"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833032"	87	78	282	347	243	333	105	141	259	250	138	125
"GRMZM5G833046"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833054"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833063"	3	3	3	6	0	1	2	7	1	5	0	0
"GRMZM5G833066"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833088"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833097"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833121"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833124"	399	421	828	767	371	239	319	203	786	1193	375	440
"GRMZM5G833140"	25	20	31	56	13	26	56	53	50	72	56	53
"GRMZM5G833153"	1	0	2	3	0	0	1	3	6	6	2	0
"GRMZM5G833175"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833207"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833222"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833239"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833242"	0	0	0	0	0	0	1	1	0	0	0	0
"GRMZM5G833250"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833253"	0	0	0	0	0	0	3	0	0	0	0	1
"GRMZM5G833275"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833276"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833292"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833299"	0	0	2	2	0	1	2	1	4	2	0	0
"GRMZM5G833323"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833328"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G833332"	0	0	0	0	0	1	0	0	0	0	0	0
"GRMZM5G833345"	0	0	0	0	0	0	0	0	0	0	2	0
"GRMZM5G833365"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833366"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833386"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833389"	209	298	914	1059	717	773	128	108	405	315	224	118
"GRMZM5G833396"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833406"	5	15	5	11	2	0	1	0	0	1	1	0
"GRMZM5G833438"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833467"	0	0	0	0	0	0	0	0	0	1	0	0
"GRMZM5G833474"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833477"	18	13	31	44	16	24	14	23	35	52	20	23
"GRMZM5G833511"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833523"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833557"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM5G833560"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833563"	0	0	2	0	0	1	0	1	0	2	0	0
"GRMZM5G833578"	0	0	0	0	2	0	0	1	1	0	2	0
"GRMZM5G833593"	2	2	0	1	28	24	5	3	1	3	14	15
"GRMZM5G833608"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833615"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833625"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833635"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833641"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833650"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833660"	0	0	1	0	1	0	0	0	0	0	1	0
"GRMZM5G833665"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833688"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833699"	6	8	1585	1162	41	22	12	14	1009	665	15	11
"GRMZM5G833707"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833716"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833747"	2	1	1	1	1	0	3	1	1	5	1	3
"GRMZM5G833760"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833774"	16	9	51	32	12	12	31	16	36	59	20	11
"GRMZM5G833809"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833854"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833877"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833883"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833894"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM5G833902"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833938"	0	0	0	0	1	0	1	0	0	0	0	0
"GRMZM5G833945"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833991"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G833993"	0	0	3	1	0	0	0	0	0	0	0	0
"GRMZM5G833998"	0	0	1	0	0	1	0	0	0	1	0	1
"GRMZM5G834001"	0	0	1	0	0	0	0	1	5	0	0	0
"GRMZM5G834003"	0	1	1	5	2	1	2	0	1	2	1	4
"GRMZM5G834040"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834043"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834046"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834076"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834108"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834128"	1	0	0	1	0	0	2	0	0	0	0	0
"GRMZM5G834130"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834157"	0	0	1	0	0	0	0	0	0	0	0	1
"GRMZM5G834171"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834192"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834195"	16	19	12	1	4	4	33	20	6	2	6	10
"GRMZM5G834199"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834205"	58	49	190	219	157	155	54	38	175	117	60	149
"GRMZM5G834207"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834208"	0	0	0	1	0	0	0	1	1	0	0	0
"GRMZM5G834213"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834231"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834260"	4	5	15	11	18	16	6	1	0	13	2	4
"GRMZM5G834277"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834282"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834285"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834286"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834287"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834298"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM5G834303"	75	61	38	35	3	1	82	72	16	6	1	0
"GRMZM5G834313"	0	0	0	0	0	0	0	0	0	0	0	0
