""	"BS.S5.vs.M.S5"	"BS.S4.vs.M.S4"	"BS.S3.vs.M.S3"	"BS.S2.vs.M.S2"	"BS.S1.vs.M.S1"
"GRMZM2G420732"	1	1	1	0.840982438127983	1
"GRMZM2G420733"	1	1	1	0.0267620276941484	1
"GRMZM2G420740"	1	1	1	1	1
"GRMZM2G420743"	0.995670212119021	1	0.258746410497798	0.726301095371848	0.81708127842949
"GRMZM2G420745"	1	1	1	1	0.716849983029118
"GRMZM2G420758"	1	1	1	1	1
"GRMZM2G420772"	1	1	1	1	1
"GRMZM2G420774"	0.888198330962611	0.993432868911904	0.851231381157627	1	1
"GRMZM2G420786"	1	0.326835174511062	0.581419979632892	0.0888718805631205	1
"GRMZM2G420789"	1	1	1	0.693017901437146	1
"GRMZM2G420801"	1	1	1	1	1
"GRMZM2G420812"	0.566751534677276	0.669566849871453	1	1	1
"GRMZM2G420823"	1	1	1	1	1
"GRMZM2G420865"	1	0.993432868911904	0.402174607147982	1	1
"GRMZM2G420870"	1	1	1	1	1
"GRMZM2G420882"	1	0.911455661617974	1	0.840982438127983	1
"GRMZM2G420883"	1	0.990933201258991	1	0.073886911411815	1
"GRMZM2G420887"	1	1	1	1	1
"GRMZM2G420899"	1	1	1	1	1
"GRMZM2G420910"	1	1	1	1	1
"GRMZM2G420926"	1	0.819945432921594	1	0.181612745381378	1
"GRMZM2G420935"	1	1	1	0.851883392138643	1
"GRMZM2G420981"	1	1	1	1	1
"GRMZM2G420988"	1	1	1	0.840982438127983	1
"GRMZM2G421004"	1	1	1	1	1
"GRMZM2G421029"	1	1	1	1	1
"GRMZM2G421033"	1	1	1	0.254392838821693	1
"GRMZM2G421126"	0.996450409381554	1	1	0.235953674743184	0.743525930448975
"GRMZM2G421160"	1	1	1	0.896408852842145	1
"GRMZM2G421207"	1	1	1	1	1
"GRMZM2G421212"	1	1	1	1	1
"GRMZM2G421231"	1	1	1	0.584166658130618	1
"GRMZM2G421234"	1	1	1	1	1
"GRMZM2G421240"	0.896269678343551	1	1	1	1
"GRMZM2G421256"	1	1	1	1	0.666758811002954
"GRMZM2G421275"	1	1	1	1	1
"GRMZM2G421279"	1	1	0.92559273885133	0.615793933682358	1
"GRMZM2G421284"	1	1	1	1	1
"GRMZM2G421380"	1	1	1	1	1
"GRMZM2G421414"	1	1	1	1	1
"GRMZM2G421415"	1	1	1	0.448633074338202	1
"GRMZM2G421429"	1	1	1	1	1
"GRMZM2G421449"	1	1	1	1	0.885161567509591
"GRMZM2G421453"	1	1	1	1	1
"GRMZM2G421463"	1	0.956960516949738	1	0.180033790546037	1
"GRMZM2G421470"	1	1	1	1	1
"GRMZM2G421491"	0.361722038434208	0.000188540490799606	4.25637226173655e-14	3.68203880298585e-19	4.10914295493037e-12
"GRMZM2G421493"	1	1	1	1	1
"GRMZM2G421495"	1	1	1	0.552676492946863	1
"GRMZM2G421498"	1	1	1	0.602570155359055	1
"GRMZM2G421500"	1	0.735061244579738	1	0.0912959904909071	1
"GRMZM2G421509"	1	1	0.620828568529624	1	1
"GRMZM2G421513"	1	1	1	0.771459286921758	1
"GRMZM2G421541"	1	1	1	1	1
"GRMZM2G421556"	1	1	1	1	1
"GRMZM2G421565"	1	1	1	0.840982438127983	1
"GRMZM2G421571"	1	1	1	1	1
"GRMZM2G421579"	0.184091120097182	0.25898568541945	1	1	1
"GRMZM2G421604"	1	1	1	0.754363702447857	1
"GRMZM2G421614"	1	1	1	1	1
"GRMZM2G421641"	1	1	1	1	1
"GRMZM2G421649"	1	1	1	1	0.906248724952293
"GRMZM2G421655"	1	1	1	0.627342507063943	1
"GRMZM2G421669"	1	0.911072522125385	1	1	1
"GRMZM2G421680"	1	1	1	1	1
"GRMZM2G421682"	1	1	1	1	1
"GRMZM2G421690"	1	1	1	0.139484275169654	1
"GRMZM2G421707"	1	1	1	1	1
"GRMZM2G421728"	1	1	1	1	1
"GRMZM2G421742"	1	1	1	0.883774586504118	1
"GRMZM2G421750"	1	1	1	0.849500757757036	1
"GRMZM2G421760"	1	1	1	1	1
"GRMZM2G421779"	1	1	1	1	1
"GRMZM2G421791"	0.10853399243854	1	1	1	1
"GRMZM2G421795"	1	0.790733356299949	1	0.849500757757036	1
"GRMZM2G421799"	1	1	1	1	1
"GRMZM2G421829"	1	0.626104912924143	1	0.115058278604704	1
"GRMZM2G421835"	1	1	1	1	1
"GRMZM2G421857"	1	1	0.557949403952336	1	1
"GRMZM2G421866"	1	1	1	1	1
"GRMZM2G421883"	1	1	1	1	1
"GRMZM2G421899"	1	1	1	0.00615533864299197	1
"GRMZM2G421911"	1	1	1	1	1
"GRMZM2G421934"	1	1	1	1	1
"GRMZM2G421946"	1	1	0.96495378430681	0.437829546706199	0.813493940023184
"GRMZM2G421970"	1	1	1	1	1
"GRMZM2G421992"	1	1	1	1	1
"GRMZM2G422045"	1	1	1	0.97446461671232	1
"GRMZM2G422061"	1	1	1	1	1
"GRMZM2G422069"	0.998534885677567	1	0.617428714146035	0.0339975762060388	1
"GRMZM2G422083"	1	1	1	1	1
"GRMZM2G422090"	0.228355132886328	0.993403187483725	0.975198111568795	1	1
"GRMZM2G422137"	1	1	1	1	1
"GRMZM2G422147"	1	1	1	1	1
"GRMZM2G422171"	1	1	1	0.4229901654837	0.914316018553905
"GRMZM2G422175"	1	1	1	1	0.575539895106823
"GRMZM2G422187"	1	1	1	0.532777820041525	1
"GRMZM2G422190"	0.97997708524879	1	1	1	1
"GRMZM2G422205"	1	1	1	0.0297710370447256	1
"GRMZM2G422210"	1	1	1	0.846626837258376	1
"GRMZM2G422212"	1	1	1	1	1
"GRMZM2G422240"	1	1	1	1	1
"GRMZM2G422259"	1	1	1	0.681476043850192	0.662343791885323
"GRMZM2G422269"	1	1	1	0.285015240848866	1
"GRMZM2G422295"	1	1	1	1	0.84293513287206
"GRMZM2G422303"	1	1	1	0.00795002866051111	1
"GRMZM2G422305"	1	1	1	1	1
"GRMZM2G422317"	1	1	1	0.8999679306479	1
"GRMZM2G422340"	1	1	1	0.673275716132401	1
"GRMZM2G422367"	1	1	1	0.849500757757036	1
"GRMZM2G422373"	1	1	1	0.563153364460431	1
"GRMZM2G422419"	1	1	1	0.840982438127983	1
"GRMZM2G422443"	1	1	1	1	1
"GRMZM2G422450"	1	0.488775920227811	1	1	1
"GRMZM2G422464"	1	1	1	0.611061785908009	1
"GRMZM2G422499"	1	0.466542632310326	0.469658974318219	8.7647828886816e-07	0.0029462163170754
"GRMZM2G422510"	1	1	0.0122801094862832	3.77752745655442e-05	0.243764191946057
"GRMZM2G422537"	1	1	1	1	1
"GRMZM2G422539"	1	1	1	1	1
"GRMZM2G422576"	1	0.899829745369125	0.0576924889860014	0.00132768772897435	4.08954723930306e-05
"GRMZM2G422581"	1	1	1	0.840982438127983	1
"GRMZM2G422606"	1	1	1	1	1
"GRMZM2G422631"	1	1	1	1	1
"GRMZM2G422641"	1	1	1	0.219003719847512	0.311678049888915
"GRMZM2G422644"	1	1	1	1	1
"GRMZM2G422649"	0.460062389864409	1	1	0.519074074342329	1
"GRMZM2G422651"	1	1	1	1	1
"GRMZM2G422659"	1	1	1	0.930218587958867	0.259109103409525
"GRMZM2G422670"	0.204259533379773	1	0.0462315625014855	0.350757026356348	1
"GRMZM2G422671"	1	1	1	0.643236995027021	1
"GRMZM2G422720"	1	1	1	0.849500757757036	1
"GRMZM2G422731"	1	1	1	1	1
"GRMZM2G422750"	1	1	1	1	1
"GRMZM2G422782"	1	1	1	1	0.88459534376331
"GRMZM2G422810"	1	1	1	1	1
"GRMZM2G422836"	1	1	1	1	1
"GRMZM2G422858"	1	1	1	0.0459717310408334	1
"GRMZM2G422877"	1	1	1	1	1
"GRMZM2G422932"	1	1	1	1	1
"GRMZM2G422938"	1	1	1	0.979027237407002	1
"GRMZM2G422948"	1	1	1	1	1
"GRMZM2G422955"	1	0.758615094421397	1	0.81816308572681	1
"GRMZM2G422958"	1	0.411108298110141	1	0.627109087839037	1
"GRMZM2G422960"	1	1	1	1	1
"GRMZM2G422986"	1	1	1	0.844407416990834	1
"GRMZM2G423025"	1	1	1	1	1
"GRMZM2G423027"	1	1	0.627003308506984	0.207334804932908	1
"GRMZM2G423111"	1	1	1	1	1
"GRMZM2G423116"	1	1	0.987538048374677	0.11467683437656	0.367320850289478
"GRMZM2G423129"	1	1	1	0.596240787854232	1
"GRMZM2G423137"	1	1	1	1	1
"GRMZM2G423139"	1	1	1	1	1
"GRMZM2G423142"	1	1	1	1	1
"GRMZM2G423169"	1	1	0.123014002686865	1	1
"GRMZM2G423187"	1	1	1	1	1
"GRMZM2G423193"	1	1	1	0.508263741429315	1
"GRMZM2G423202"	1	1	1	1	1
"GRMZM2G423229"	1	1	1	1	1
"GRMZM2G423241"	1	1	0.6604385627867	1	1
"GRMZM2G423292"	1	1	1	0.425995703408315	0.247235891197326
"GRMZM2G423313"	1	1	1	1	1
"GRMZM2G423315"	1	1	1	1	1
"GRMZM2G423331"	0.97997708524879	1	1	1	1
"GRMZM2G423333"	1	1	1	1	1
"GRMZM2G423337"	1	1	0.688848100991512	0.237232963171896	0.517829821643939
"GRMZM2G423351"	1	1	1	1	1
"GRMZM2G423366"	1	1	1	1	1
"GRMZM2G423378"	0.776248453220789	1	1	1	1
"GRMZM2G423382"	1	1	1	1	1
"GRMZM2G423387"	1	1	1	1	1
"GRMZM2G423393"	1	1	1	1	1
"GRMZM2G423413"	1	1	1	0.851883392138643	1
"GRMZM2G423423"	1	1	1	0.840982438127983	1
"GRMZM2G423456"	1	1	1	1	1
"GRMZM2G423472"	0.889770607339129	1	1	1	1
"GRMZM2G423476"	1	1	1	1	1
"GRMZM2G423478"	1	1	1	1	1
"GRMZM2G423479"	1	1	1	1	1
"GRMZM2G423486"	0.97997708524879	1	1	0.840982438127983	1
"GRMZM2G423489"	1	1	1	0.849500757757036	1
"GRMZM2G423518"	1	1	1	1	1
"GRMZM2G423538"	1	1	1	0.911872591731322	1
"GRMZM2G423555"	0.000969373658803043	1	0.689633749474652	1	0.0461014334423958
"GRMZM2G423561"	1	1	1	0.840982438127983	1
"GRMZM2G423565"	1	1	1	0.498466675947931	1
"GRMZM2G423567"	1	1	1	0.943441119966294	1
"GRMZM2G423573"	1	1	1	1	1
"GRMZM2G423575"	1	1	1	0.100648775901536	1
"GRMZM2G423617"	1	1	1	1	1
"GRMZM2G423634"	1	1	1	1	1
"GRMZM2G423636"	1	1	0.207016311857707	0.724272797464602	1
"GRMZM2G423640"	1	1	1	1	1
"GRMZM2G423643"	1	1	0.478696362772533	0.0569490761677153	0.592178915545289
"GRMZM2G423663"	1	1	1	1	1
"GRMZM2G423669"	1	1	1	1	1
"GRMZM2G423693"	1	1	1	1	1
"GRMZM2G423731"	1	1	1	1	1
"GRMZM2G423734"	1	1	1	1	1
"GRMZM2G423831"	1	1	1	0.840982438127983	1
"GRMZM2G423833"	1	1	1	0.748375584633962	1
"GRMZM2G423851"	1	1	1	1	1
"GRMZM2G423861"	1	0.675243394430258	1	0.0138163711155458	0.701038599901036
"GRMZM2G423863"	1	1	1	0.203001631199451	1
"GRMZM2G423879"	1	1	1	0.854759460090447	1
"GRMZM2G423884"	1	0.778652060537976	0.450771735811274	0.145773375557477	1
"GRMZM2G423886"	1	1	1	0.0584828785858857	0.106329241664596
"GRMZM2G423898"	0.450796049918264	0.191772150307912	0.20211858793417	0.0018718412747322	2.77276156227094e-06
"GRMZM2G423900"	1	0.574476916820602	1	0.307288675443713	0.207209346680689
"GRMZM2G423917"	1	1	1	1	1
"GRMZM2G423927"	1	1	1	1	0.817650003626492
"GRMZM2G423930"	1	1	1	1	1
"GRMZM2G423956"	1	1	1	0.233660266162205	0.751311236125648
"GRMZM2G423959"	1	1	1	1	1
"GRMZM2G423972"	1	1	1	1	1
"GRMZM2G423975"	1	1	1	1	1
"GRMZM2G424020"	1	1	1	1	1
"GRMZM2G424038"	1	1	1	1	1
"GRMZM2G424049"	1	1	1	1	1
"GRMZM2G424053"	0.00529613209833377	4.52971887159234e-11	2.13438663104085e-11	1.61395294228516e-13	2.38840650892463e-07
"GRMZM2G424072"	1	1	1	1	1
"GRMZM2G424075"	1	1	1	1	1
"GRMZM2G424090"	1	1	1	1	1
"GRMZM2G424102"	1	0.690070277690457	1	1	1
"GRMZM2G424112"	1	1	1	1	1
"GRMZM2G424147"	1	1	1	1	1
"GRMZM2G424150"	1	0.887470529113326	1	0.434038600737664	1
"GRMZM2G424155"	1	1	1	0.628279382238032	1
"GRMZM2G424181"	1	0.788715050266264	1	0.316350915507228	1
"GRMZM2G424205"	0.721691196305087	1	1	1	1
"GRMZM2G424239"	1	1	1	1	1
"GRMZM2G424241"	1	1	1	0.738768546718425	1
"GRMZM2G424261"	0.982157297683454	0.726105081201347	0.638885855617002	0.840982438127983	1
"GRMZM2G424277"	1	1	1	1	1
"GRMZM2G424289"	1	1	1	1	1
"GRMZM2G424322"	1	1	1	1	1
"GRMZM2G424323"	1	1	1	0.985492461797392	1
"GRMZM2G424348"	1	1	0.944714423216018	0.294304799357043	1
"GRMZM2G424380"	1	1	1	1	1
"GRMZM2G424397"	1	1	0.944714423216018	0.840982438127983	1
"GRMZM2G424437"	1	1	1	1	1
"GRMZM2G424446"	1	1	1	1	1
"GRMZM2G424491"	1	0.378267638813092	0.25863420551155	0.000995957739138049	0.0177987644757375
"GRMZM2G424509"	1	0.879934054621036	1	1	1
"GRMZM2G424519"	1	0.814453607852269	1	0.661011416339398	1
"GRMZM2G424553"	1	1	1	1	1
"GRMZM2G424565"	1	0.812791649730163	1	0.254363896889012	0.618587668314389
"GRMZM2G424575"	1	1	1	1	1
"GRMZM2G424577"	0.757473712741985	1	0.153957443485919	1	0.215070741607997
"GRMZM2G424582"	1	0.842860007293385	1	0.439577072548844	1
"GRMZM2G424595"	1	1	1	0.328328915600744	1
"GRMZM2G424599"	1	1	1	1	1
"GRMZM2G424623"	1	1	1	1	1
"GRMZM2G424625"	1	1	1	1	1
"GRMZM2G424628"	1	1	1	1	1
"GRMZM2G424651"	1	1	1	1	0.872111555458463
"GRMZM2G424659"	1	1	1	1	1
"GRMZM2G424670"	1	1	1	1	1
"GRMZM2G424682"	1	1	1	1	1
"GRMZM2G424700"	1	0.748776098632648	1	0.840982438127983	1
"GRMZM2G424707"	0.623321165851294	1	1	1	1
"GRMZM2G424727"	1	0.830576346314077	1	1	1
"GRMZM2G424783"	0.19539050093293	1	0.267613104213331	1	1
"GRMZM2G424789"	1	1	1	1	1
"GRMZM2G424804"	1	1	1	0.906112991010695	1
"GRMZM2G424832"	1	1	1	1	1
"GRMZM2G424857"	1	1	1	1	1
"GRMZM2G424873"	1	1	0.886184005802577	0.0134017454946663	0.111332002329918
"GRMZM2G424906"	1	1	1	1	1
"GRMZM2G424908"	1	0.962034939447085	1	1	1
"GRMZM2G424933"	1	1	1	1	1
"GRMZM2G424981"	1	0.87844423534768	1	0.201053014905355	1
"GRMZM2G424991"	1	1	1	1	1
"GRMZM2G425004"	1	1	1	1	1
"GRMZM2G425005"	1	1	1	1	1
"GRMZM2G425019"	1	1	1	1	1
"GRMZM2G425072"	1	1	1	1	0.918170437782975
"GRMZM2G425079"	1	1	1	1	1
"GRMZM2G425127"	1	1	1	1	1
"GRMZM2G425136"	1	1	1	0.851883392138643	1
"GRMZM2G425148"	1	1	1	1	1
"GRMZM2G425189"	1	1	1	1	1
"GRMZM2G425199"	0.384537928784585	1	1	1	1
"GRMZM2G425206"	1	1	1	1	1
"GRMZM2G425211"	1	1	1	1	1
"GRMZM2G425225"	1	1	1	1	1
"GRMZM2G425230"	1	1	1	1	1
"GRMZM2G425231"	1	1	1	1	1
"GRMZM2G425236"	1	1	0.986590022129756	1	1
"GRMZM2G425241"	1	1	1	1	1
"GRMZM2G425249"	3.47258605867038e-06	5.24952937929938e-11	8.71459793018762e-17	4.10233857045437e-17	3.79532055885446e-14
"GRMZM2G425260"	1	1	1	1	1
"GRMZM2G425265"	1	1	1	1	1
"GRMZM2G425310"	1	1	1	1	1
"GRMZM2G425333"	1	1	1	1	1
"GRMZM2G425340"	1	1	1	1	1
"GRMZM2G425351"	1	1	1	1	1
"GRMZM2G425366"	1	1	1	1	1
"GRMZM2G425373"	1	1	1	1	1
"GRMZM2G425377"	1	1	1	0.773582803407602	1
"GRMZM2G425398"	1	1	1	1	1
"GRMZM2G425427"	1	1	1	1	1
"GRMZM2G425430"	1	1	1	1	1
"GRMZM2G425471"	1	1	1	1	1
"GRMZM2G425482"	1	1	1	1	0.901759804369467
"GRMZM2G425512"	1	1	1	1	1
"GRMZM2G425535"	1	1	1	1	1
"GRMZM2G425545"	1	1	1	1	1
"GRMZM2G425559"	1	1	1	0.840982438127983	1
"GRMZM2G425583"	1	1	1	1	1
"GRMZM2G425594"	1	1	1	1	1
"GRMZM2G425629"	0.596214887269227	0.993432868911904	0.944714423216018	0.857989373049844	1
"GRMZM2G425638"	1	1	0.987135692176818	1	1
"GRMZM2G425641"	1	1	1	1	1
"GRMZM2G425647"	1	0.852275310655394	1	0.523205400236819	1
"GRMZM2G425663"	1	1	1	0.935233007979299	1
"GRMZM2G425675"	1	1	1	1	1
"GRMZM2G425683"	1	1	1	1	1
"GRMZM2G425708"	1	1	1	1	1
"GRMZM2G425719"	1	1	1	0.000127193067018477	1
"GRMZM2G425728"	1	1	1	1	1
"GRMZM2G425729"	1	1	1	1	1
"GRMZM2G425731"	1	1	1	1	1
"GRMZM2G425736"	0.970294910233704	0.937165972888578	1	0.588792449964287	1
"GRMZM2G425747"	1	1	1	0.842155136657054	1
"GRMZM2G425751"	1	1	1	1	1
"GRMZM2G425774"	1	1	1	1	1
"GRMZM2G425778"	1	1	1	1	1
"GRMZM2G425798"	1	1	1	0.521241555771458	1
"GRMZM2G425808"	1	1	1	1	1
"GRMZM2G425863"	1	0.422006491199698	1	0.265215383236703	1
"GRMZM2G425901"	1	1	1	0.558315103018169	1
"GRMZM2G425910"	1	1	1	1	1
"GRMZM2G425920"	1	1	1	1	1
"GRMZM2G425965"	1	1	1	1	1
"GRMZM2G425975"	1	1	1	1	1
"GRMZM2G425986"	1	1	0.900210336390917	0.961912716089472	1
"GRMZM2G425993"	0.620840713225144	0.68921634460249	1	1	0.994853317746346
"GRMZM2G425999"	1	0.882442658152602	0.289055891058041	1	1
"GRMZM2G426004"	1	0.99465940213857	1	1	1
"GRMZM2G426023"	1	1	1	1	1
"GRMZM2G426046"	1	1	1	0.0167010149129579	1
"GRMZM2G426050"	1	1	1	1	1
"GRMZM2G426053"	1	1	1	0.117265223498931	1
"GRMZM2G426067"	1	1	1	1	0.945157889818635
"GRMZM2G426104"	1	1	1	1	1
"GRMZM2G426108"	1	1	1	1	1
"GRMZM2G426122"	1	1	1	0.303901004811991	0.922667806623191
"GRMZM2G426125"	1	1	1	1	1
"GRMZM2G426140"	1	1	1	1	0.808192768446307
"GRMZM2G426147"	1	1	1	1	0.739946250536412
"GRMZM2G426150"	1	1	1	1	1
"GRMZM2G426154"	1	1	1	0.139435600955738	1
"GRMZM2G426156"	1	1	0.138278795010093	1	0.358607255037341
"GRMZM2G426158"	1	1	1	1	1
"GRMZM2G426161"	1	1	1	1	1
"GRMZM2G426175"	1	1	1	1	1
"GRMZM2G426181"	1	1	1	0.16540940537652	1
"GRMZM2G426186"	0.873763928019443	1	0.976314934298944	1	1
"GRMZM2G426196"	1	1	1	0.851883392138643	1
"GRMZM2G426200"	1	1	1	0.0211207262835583	1
"GRMZM2G426213"	0.148469067932541	0.000288771708753982	1	0.282094592108179	0.458411000230423
"GRMZM2G426224"	1	1	1	1	1
"GRMZM2G426229"	1	1	1	1	1
"GRMZM2G426242"	1	1	1	0.623586071894911	1
"GRMZM2G426243"	1	0.749393274053275	0.684661956171685	1	1
"GRMZM2G426268"	1	1	0.968990956686791	0.836144203370262	1
"GRMZM2G426271"	1	1	1	0.512726411855583	1
"GRMZM2G426275"	1	0.893023118158269	1	0.108017780635729	1
"GRMZM2G426294"	1	1	1	1	1
"GRMZM2G426306"	1	1	1	1	1
"GRMZM2G426336"	0.54087588869835	7.6962553507387e-06	2.5116121145841e-07	2.95020133729866e-09	1.82236547386469e-06
"GRMZM2G426338"	1	1	1	1	1
"GRMZM2G426345"	1	1	1	1	1
"GRMZM2G426396"	1	1	1	1	0.604322292829734
"GRMZM2G426397"	1	1	1	1	1
"GRMZM2G426399"	0.97997708524879	1	1	1	1
"GRMZM2G426407"	1	1	1	0.897282031746975	1
"GRMZM2G426414"	1	1	1	1	1
"GRMZM2G426415"	1	0.136393258772377	1	0.0321067332518807	1
"GRMZM2G426467"	1	1	1	1	0.238521129158283
"GRMZM2G426469"	1	0.583689327715308	0.749690486146401	0.936375502682842	1
"GRMZM2G426483"	1	1	1	0.785882243115903	1
"GRMZM2G426486"	1	1	1	1	1
"GRMZM2G426506"	1	1	1	1	1
"GRMZM2G426511"	1	1	1	0.849500757757036	1
"GRMZM2G426537"	1	1	1	1	1
"GRMZM2G426544"	1	1	1	1	1
"GRMZM2G426553"	1	1	1	1	1
"GRMZM2G426556"	1	0.498936867550741	1	0.119255593080808	1
"GRMZM2G426564"	1	1	1	1	1
"GRMZM2G426591"	1	1	1	0.457196939806945	1
"GRMZM2G426597"	1	1	1	1	1
"GRMZM2G426613"	1	1	1	1	1
"GRMZM2G426630"	1	1	1	1	1
"GRMZM2G426648"	1	1	1	1	1
"GRMZM2G426666"	1	1	1	1	1
"GRMZM2G426678"	1	0.749393274053275	1	1	0.822911327198322
"GRMZM2G426688"	1	1	1	1	1
"GRMZM2G426703"	1	1	1	1	1
"GRMZM2G426719"	1	1	1	1	1
"GRMZM2G426732"	1	1	0.643231997394893	0.0787202813772916	0.998054485903449
"GRMZM2G426735"	1	1	1	1	1
"GRMZM2G426745"	1	1	1	1	1
"GRMZM2G426802"	1	1	1	1	1
"GRMZM2G426843"	1	1	1	1	1
"GRMZM2G426847"	1	1	1	0.943842707671384	0.3614646794245
"GRMZM2G426862"	1	1	1	1	1
"GRMZM2G426881"	1	1	1	1	1
"GRMZM2G426888"	1	1	1	0.161049926230971	0.95674164755664
"GRMZM2G426917"	1	1	1	0.694220077634631	1
"GRMZM2G426922"	1	1	1	0.498525336171164	1
"GRMZM2G426932"	1	1	1	1	1
"GRMZM2G426953"	1	1	1	0.840982438127983	1
"GRMZM2G426964"	1	0.882163249674156	1	0.054460094849182	1
"GRMZM2G427014"	1	1	1	1	1
"GRMZM2G427031"	1	1	1	0.390548901166347	0.0414265873571222
"GRMZM2G427054"	1	0.173952110162877	0.0175558437916156	7.23924208094609e-06	0.000173295802056403
"GRMZM2G427058"	1	1	1	1	1
"GRMZM2G427067"	1	1	1	0.81255805145608	1
"GRMZM2G427073"	0.836079139163105	1	1	1	1
"GRMZM2G427087"	1	0.880015949782753	1	0.731456706197037	0.957160068292525
"GRMZM2G427090"	1	1	1	1	1
"GRMZM2G427097"	1	1	1	0.714869851866734	0.765702187630084
"GRMZM2G427106"	1	1	1	0.840982438127983	1
"GRMZM2G427143"	1	1	1	1	1
"GRMZM2G427164"	1	1	1	1	1
"GRMZM2G427194"	1	1	1	1	1
"GRMZM2G427251"	1	1	1	1	1
"GRMZM2G427283"	1	1	1	1	1
"GRMZM2G427301"	1	1	1	1	1
"GRMZM2G427319"	1	1	1	0.868811043938411	1
"GRMZM2G427337"	1	1	1	0.840982438127983	1
"GRMZM2G427350"	1	1	1	1	1
"GRMZM2G427351"	1	1	1	1	1
"GRMZM2G427361"	0.982118368636756	1	1	1	1
"GRMZM2G427369"	1	0.000475596841863131	1	0.994298252917033	1
"GRMZM2G427400"	1	1	1	0.651342868411721	1
"GRMZM2G427402"	1	1	1	1	1
"GRMZM2G427404"	1	1	1	1	1
"GRMZM2G427408"	1	1	0.375978188656037	0.919868989247338	0.873963692569477
"GRMZM2G427409"	1	1	1	1	1
"GRMZM2G427412"	1	1	1	1	1
"GRMZM2G427418"	1	1	0.234764073780391	1	1
"GRMZM2G427424"	1	0.953117509996715	1	0.0913609848771315	1
"GRMZM2G427438"	1	1	1	1	1
"GRMZM2G427444"	1	1	1	0.602729285805247	0.761314568542084
"GRMZM2G427450"	1	1	1	1	1
"GRMZM2G427451"	1	1	0.970072174074926	1	1
"GRMZM2G427468"	1	0.726105081201347	1	1	1
"GRMZM2G427486"	1	1	1	1	1
"GRMZM2G427503"	1	1	1	1	1
"GRMZM2G427511"	1	1	1	1	1
"GRMZM2G427526"	1	1	1	1	1
"GRMZM2G427529"	1	1	0.791283700240202	1	1
"GRMZM2G427531"	1	1	1	1	1
"GRMZM2G427534"	1	1	1	1	1
"GRMZM2G427557"	1	1	1	1	1
"GRMZM2G427564"	1	1	1	1	1
"GRMZM2G427603"	0.399366673875022	1	1	0.027374693104551	1
"GRMZM2G427618"	1	0.307946191057943	0.129816073602371	0.280357581481033	0.00290943170033085
"GRMZM2G427620"	1	1	1	1	1
"GRMZM2G427625"	1	1	0.813879294730256	1	1
"GRMZM2G427635"	1	1	1	1	1
"GRMZM2G427657"	1	1	1	1	1
"GRMZM2G427672"	1	1	1	1	1
"GRMZM2G427677"	1	1	1	1	1
"GRMZM2G427685"	1	1	1	1	1
"GRMZM2G427692"	0.463507928010025	1	0.782410715882936	1	0.812213263727815
"GRMZM2G427697"	0.788900436721169	1	1	1	1
"GRMZM2G427713"	1	1	1	0.379762473761346	1
"GRMZM2G427722"	1	1	1	1	1
"GRMZM2G427729"	1	1	1	1	1
"GRMZM2G427790"	1	1	1	1	1
"GRMZM2G427804"	1	1	1	1	1
"GRMZM2G427805"	1	1	0.05398560522936	1	0.628653002522454
"GRMZM2G427807"	1	1	0.921666109911719	1	1
"GRMZM2G427815"	1	1	1	1	1
"GRMZM2G427822"	1	1	1	1	1
"GRMZM2G427826"	1	1	1	0.803763107068591	1
"GRMZM2G427836"	1	1	1	0.564881421983547	1
"GRMZM2G427838"	1	0.916812484104525	1	0.938850853417981	1
"GRMZM2G427842"	1	1	1	1	1
"GRMZM2G427882"	1	1	1	1	1
"GRMZM2G427903"	1	1	1	1	1
"GRMZM2G427910"	1	1	1	1	1
"GRMZM2G427932"	1	0.798840083415413	1	1	1
"GRMZM2G427937"	1	1	1	1	1
"GRMZM2G427954"	1	1	1	1	1
"GRMZM2G427959"	1	1	1	1	1
"GRMZM2G428010"	1	1	1	1	1
"GRMZM2G428014"	1	1	1	1	1
"GRMZM2G428020"	1	1	1	1	1
"GRMZM2G428027"	0.732239449422011	0.0118039012833364	0.000199737369586627	1.41120126476174e-05	4.83046832118216e-06
"GRMZM2G428035"	1	1	1	1	1
"GRMZM2G428040"	1	1	0.922530731145452	1	1
"GRMZM2G428071"	1	1	1	1	0.857096573907668
"GRMZM2G428096"	1	1	1	1	1
"GRMZM2G428098"	1	1	1	1	1
"GRMZM2G428119"	1	0.788456091486949	1	1	1
"GRMZM2G428130"	1	1	1	1	1
"GRMZM2G428168"	0.728255905707305	1	1	1	1
"GRMZM2G428179"	1	0.0189141562363557	0.183439949755842	0.0105154128756707	0.866773067156675
"GRMZM2G428184"	0.604307127278791	1	0.182299433994135	1	1
"GRMZM2G428188"	1	1	1	1	0.912546335955161
"GRMZM2G428197"	1	1	1	1	1
"GRMZM2G428201"	1	1	1	1	1
"GRMZM2G428216"	1	0.749393274053275	1	0.363918151525214	1
"GRMZM2G428233"	1	1	1	0.267492548444115	1
"GRMZM2G428242"	1	1	1	0.451372114844967	1
"GRMZM2G428250"	1	1	1	1	1
"GRMZM2G428251"	1	1	1	1	1
"GRMZM2G428323"	1	1	1	1	1
"GRMZM2G428348"	1	1	1	1	1
"GRMZM2G428356"	1	0.799884141932088	1	0.112899584143018	0.712648140490457
"GRMZM2G428362"	1	1	1	1	1
"GRMZM2G428370"	1	1	1	1	1
