""	"BS.S5.vs.M.S5"	"BS.S4.vs.M.S4"	"BS.S3.vs.M.S3"	"BS.S2.vs.M.S2"	"BS.S1.vs.M.S1"
"GRMZM2G428379"	0.160092935453924	1	0.0884557638165344	1	1
"GRMZM2G428386"	1	1	1	1	1
"GRMZM2G428391"	1	1	1	1	1
"GRMZM2G428393"	1	1	0.634409690473608	1	1
"GRMZM2G428402"	1	1	1	1	1
"GRMZM2G428410"	1	0.769041691607553	1	1	1
"GRMZM2G428413"	1	1	1	1	1
"GRMZM2G428420"	1	1	1	1	1
"GRMZM2G428438"	1	1	1	1	1
"GRMZM2G428470"	0.676038781410944	1	1	1	1
"GRMZM2G428471"	1	1	1	1	1
"GRMZM2G428513"	1	1	1	1	1
"GRMZM2G428515"	1	1	1	1	1
"GRMZM2G428518"	1	1	1	1	1
"GRMZM2G428539"	1	1	1	1	1
"GRMZM2G428554"	1	1	1	0.874791779388123	1
"GRMZM2G428555"	1	1	1	1	1
"GRMZM2G428573"	1	1	1	0.61386576419289	0.614050726794863
"GRMZM2G428579"	1	1	1	0.547797234934827	1
"GRMZM2G428612"	1	1	1	1	1
"GRMZM2G428619"	1	1	1	1	1
"GRMZM2G428628"	1	1	1	1	1
"GRMZM2G428659"	1	1	1	1	1
"GRMZM2G428670"	1	1	1	1	1
"GRMZM2G428672"	1	1	1	1	1
"GRMZM2G428673"	1	1	1	1	1
"GRMZM2G428676"	1	1	1	1	1
"GRMZM2G428730"	1	1	1	1	1
"GRMZM2G428740"	1	1	1	1	1
"GRMZM2G428750"	1	1	1	1	1
"GRMZM2G428765"	1	1	1	0.489226191094001	1
"GRMZM2G428805"	1	1	1	1	1
"GRMZM2G428835"	1	1	1	1	1
"GRMZM2G428859"	1	1	1	1	1
"GRMZM2G428905"	0.920596755336141	0.28265102469643	1	0.177983841054424	0.0432812874595315
"GRMZM2G428919"	1	1	1	1	1
"GRMZM2G428924"	1	0.846873681776205	1	1	1
"GRMZM2G428933"	1	1	1	0.849500757757036	1
"GRMZM2G428964"	1	1	1	1	1
"GRMZM2G428986"	1	1	1	1	1
"GRMZM2G428987"	0.982157297683454	0.370265014292584	0.187284061949352	3.07650937344832e-05	0.145269164543588
"GRMZM2G429000"	1	1	1	1	1
"GRMZM2G429004"	1	1	1	1	1
"GRMZM2G429035"	1	0.233367693574871	0.106244083031467	0.0017969724899518	0.302336873689818
"GRMZM2G429039"	1	1	1	1	1
"GRMZM2G429045"	1	1	1	1	1
"GRMZM2G429057"	1	1	1	1	1
"GRMZM2G429081"	1	0.550042270429781	1	0.211833649990268	0.081940072090411
"GRMZM2G429101"	1	0.859151254801435	1	1	1
"GRMZM2G429108"	0.523590829844103	1	1	0.840982438127983	0.996028706062916
"GRMZM2G429110"	1	1	1	1	1
"GRMZM2G429112"	1	1	1	1	1
"GRMZM2G429113"	1	0.426621981369678	1	0.378351251241088	1
"GRMZM2G429118"	1	1	1	1	1
"GRMZM2G429128"	1	1	1	1	0.872111555458463
"GRMZM2G429133"	1	1	1	1	1
"GRMZM2G429139"	1	1	1	0.99398514493352	1
"GRMZM2G429142"	1	1	1	1	1
"GRMZM2G429163"	1	1	1	1	1
"GRMZM2G429169"	1	1	1	0.13989062386523	1
"GRMZM2G429179"	1	1	1	1	1
"GRMZM2G429184"	1	1	0.326669629045214	1	0.167648371312731
"GRMZM2G429188"	1	1	1	1	1
"GRMZM2G429197"	1	1	1	1	0.381245211457286
"GRMZM2G429213"	1	1	1	0.123115045799023	1
"GRMZM2G429226"	1	1	1	1	1
"GRMZM2G429231"	1	1	1	1	1
"GRMZM2G429237"	0.384537928784585	1	1	0.212507158964551	0.819974653402696
"GRMZM2G429241"	1	1	1	0.246506390271178	1
"GRMZM2G429254"	1	1	1	0.161300460941681	1
"GRMZM2G429274"	1	1	0.961099726982018	1	1
"GRMZM2G429298"	1	1	1	1	1
"GRMZM2G429301"	1	1	1	1	1
"GRMZM2G429322"	1	0.778652060537976	1	0.790652827465109	1
"GRMZM2G429375"	1	1	1	1	1
"GRMZM2G429378"	1	1	1	1	1
"GRMZM2G429388"	1	1	1	0.840982438127983	1
"GRMZM2G429396"	1	1	1	0.142499864615974	0.546674831678194
"GRMZM2G429405"	1	1	1	1	1
"GRMZM2G429442"	1	0.84602050064234	1	0.00167466845206135	0.33427064055621
"GRMZM2G429533"	1	1	1	0.840982438127983	1
"GRMZM2G429540"	1	1	1	1	1
"GRMZM2G429548"	1	1	1	1	1
"GRMZM2G429554"	1	1	1	1	1
"GRMZM2G429560"	1	1	1	1	1
"GRMZM2G429611"	1	1	1	1	1
"GRMZM2G429617"	1	1	1	0.567330049285018	1
"GRMZM2G429658"	1	0.392907606338222	1	1	1
"GRMZM2G429662"	1	1	1	1	1
"GRMZM2G429669"	1	1	1	1	1
"GRMZM2G429675"	1	1	1	0.840982438127983	1
"GRMZM2G429695"	1	1	1	1	1
"GRMZM2G429714"	1	0.913942179705771	1	0.320372942894562	1
"GRMZM2G429720"	1	1	1	1	1
"GRMZM2G429727"	1	0.82438926372784	1	1	1
"GRMZM2G429759"	1	0.717045667927392	1	0.0397428757788476	1
"GRMZM2G429762"	1	1	1	0.551793088968022	1
"GRMZM2G429764"	1	1	1	0.78797951556159	0.628581398227161
"GRMZM2G429781"	1	1	1	1	1
"GRMZM2G429799"	1	1	1	1	1
"GRMZM2G429807"	0.320151042296516	0.412219900685295	0.297292179703582	0.000293694266231632	0.0111462304854207
"GRMZM2G429809"	1	1	1	1	1
"GRMZM2G429840"	1	1	1	1	0.833480029875771
"GRMZM2G429842"	1	0.0821624612210291	0.20544355483994	0.00397631482745821	0.504837960170192
"GRMZM2G429857"	1	1	1	0.137910977951828	1
"GRMZM2G429873"	0.042084128623061	3.58531491993958e-06	0.844429613982491	0.173247462420041	0.166279668214955
"GRMZM2G429899"	1	0.701923456616885	0.062808600081153	1	0.456163462130189
"GRMZM2G429928"	1	1	1	1	1
"GRMZM2G429938"	1	1	0.802366456953423	0.269503639329124	1
"GRMZM2G429940"	1	1	1	0.534274031267442	1
"GRMZM2G429953"	1	1	1	1	1
"GRMZM2G429955"	1	1	1	1	1
"GRMZM2G429964"	1	1	1	1	1
"GRMZM2G429972"	1	0.191687608777757	1	1	1
"GRMZM2G429982"	1	0.112244749522831	0.00202163479971064	0.00312392494456386	0.264110226241446
"GRMZM2G429992"	1	1	1	1	1
"GRMZM2G429994"	1	1	1	1	1
"GRMZM2G429999"	1	1	1	1	1
"GRMZM2G430013"	1	1	1	1	1
"GRMZM2G430027"	1	1	1	0.040999687893797	0.790702342175138
"GRMZM2G430029"	1	1	1	1	1
"GRMZM2G430039"	1	1	1	1	1
"GRMZM2G430052"	1	1	1	0.987165820059121	1
"GRMZM2G430056"	1	1	1	1	1
"GRMZM2G430115"	1	1	1	1	1
"GRMZM2G430152"	1	1	1	1	1
"GRMZM2G430194"	1	1	1	1	1
"GRMZM2G430224"	1	0.891868073808175	1	0.121730970877567	1
"GRMZM2G430246"	1	1	1	1	1
"GRMZM2G430249"	1	1	1	1	1
"GRMZM2G430266"	1	1	1	0.812633997559031	1
"GRMZM2G430308"	1	1	1	1	1
"GRMZM2G430362"	1	1	1	1	1
"GRMZM2G430365"	1	1	1	1	1
"GRMZM2G430371"	1	1	1	1	1
"GRMZM2G430387"	1	1	1	0.849500757757036	0.00267967285079133
"GRMZM2G430390"	1	1	0.187485484864646	0.840982438127983	0.830245154654432
"GRMZM2G430392"	0.276493862939375	1	1	0.524672194832029	1
"GRMZM2G430394"	1	1	1	1	1
"GRMZM2G430411"	1	1	0.851473782850138	1	1
"GRMZM2G430455"	1	1	1	0.840982438127983	1
"GRMZM2G430460"	1	1	1	1	1
"GRMZM2G430461"	1	1	1	1	1
"GRMZM2G430463"	1	1	0.920040893358948	1	1
"GRMZM2G430482"	1	1	1	1	1
"GRMZM2G430500"	1	1	1	1	1
"GRMZM2G430501"	1	1	1	1	1
"GRMZM2G430504"	1	0.832712708682056	0.842936771161631	0.047002006287577	0.833097900152862
"GRMZM2G430509"	1	1	1	0.851883392138643	1
"GRMZM2G430518"	1	1	1	0.840982438127983	1
"GRMZM2G430522"	1	1	1	1	1
"GRMZM2G430526"	1	1	1	1	1
"GRMZM2G430530"	1	1	1	1	1
"GRMZM2G430548"	1	0.961160560098959	1	1	1
"GRMZM2G430600"	1	1	0.278595222550411	0.0172190073718657	0.0307372919465436
"GRMZM2G430601"	1	1	1	1	1
"GRMZM2G430604"	1	1	1	1	1
"GRMZM2G430606"	1	1	1	1	1
"GRMZM2G430607"	0.914620226082863	1	1	1	0.833480029875771
"GRMZM2G430616"	1	1	1	1	1
"GRMZM2G430623"	1	0.763208451132515	1	0.440684099362498	0.277081361468556
"GRMZM2G430635"	1	1	1	1	1
"GRMZM2G430641"	1	1	1	1	1
"GRMZM2G430646"	1	1	0.925232502769824	1	0.978789288593156
"GRMZM2G430675"	1	1	1	0.221120195369997	1
"GRMZM2G430680"	1	1	0.732702959162589	0.878388085485089	1
"GRMZM2G430685"	0.980866291734592	0.0657074237354528	0.861879772142525	0.162208711975863	1
"GRMZM2G430710"	1	1	1	0.840982438127983	1
"GRMZM2G430729"	1	1	1	1	1
"GRMZM2G430733"	1	1	1	1	1
"GRMZM2G430745"	1	1	1	0.689032593009192	0.818256410373914
"GRMZM2G430755"	1	1	1	1	1
"GRMZM2G430780"	3.88865111445408e-06	6.0826591428923e-06	2.63590982133406e-05	0.00990107153031674	0.378074232504421
"GRMZM2G430807"	0.04005671301278	1.99857889247927e-06	4.31022469193742e-06	3.50752790342155e-10	1.07542608640989e-05
"GRMZM2G430849"	1	1	1	0.62932586876168	1
"GRMZM2G430871"	0.720050652747226	1	0.29476051724007	0.951867890483249	0.550920948236128
"GRMZM2G430876"	1	1	1	1	1
"GRMZM2G430899"	1	1	1	1	1
"GRMZM2G430902"	1	1	1	1	1
"GRMZM2G430929"	1	1	1	1	1
"GRMZM2G430932"	1	1	1	1	1
"GRMZM2G430936"	1	1	1	1	1
"GRMZM2G430942"	1	1	1	1	1
"GRMZM2G430946"	1	1	1	1	1
"GRMZM2G430947"	1	1	1	0.227857542096078	1
"GRMZM2G430983"	1	1	1	1	1
"GRMZM2G430995"	1	1	1	1	1
"GRMZM2G430998"	1	1	1	1	1
"GRMZM2G431006"	1	1	0.994260896759684	0.162208711975863	0.174742664929806
"GRMZM2G431018"	0.715615033302703	0.0938744154997582	0.0165473735475249	0.0258582999417336	1
"GRMZM2G431021"	1	0.0592836452500868	0.744283221485449	0.759432300427863	0.62985981173382
"GRMZM2G431030"	1	1	1	0.467295915378125	1
"GRMZM2G431033"	1	1	1	1	1
"GRMZM2G431037"	1	1	1	0.465398916364175	1
"GRMZM2G431039"	1	0.0506954860136377	0.171068380451141	0.0082660783671299	0.132064626015458
"GRMZM2G431066"	1	1	1	1	1
"GRMZM2G431083"	1	1	1	1	1
"GRMZM2G431091"	1	1	1	1	1
"GRMZM2G431114"	1	1	1	0.699085354424202	1
"GRMZM2G431156"	0.473665201842347	1	1	0.203456721108658	0.54170527914784
"GRMZM2G431157"	1	1	1	0.647942290884405	1
"GRMZM2G431164"	1	1	0.795239413551515	0.840982438127983	0.534576345862475
"GRMZM2G431243"	1	1	1	0.811390253434372	1
"GRMZM2G431251"	1	1	1	0.179406676572332	0.68964359973274
"GRMZM2G431279"	1	1	1	1	1
"GRMZM2G431288"	1	1	0.962585372336191	1	1
"GRMZM2G431291"	1	0.923225657895537	1	0.476076470770605	1
"GRMZM2G431306"	1	0.438984881786306	1	0.0107322852463949	0.433323870902424
"GRMZM2G431309"	1	1	1	1	0.297209704516266
"GRMZM2G431314"	0.23199908623852	0.970394964830607	0.00213265526716995	0.179785210830748	1.11609185136165e-05
"GRMZM2G431318"	1	1	1	1	1
"GRMZM2G431327"	1	1	1	1	1
"GRMZM2G431344"	1	1	1	1	1
"GRMZM2G431350"	1	1	1	0.638101207429045	1
"GRMZM2G431412"	1	1	1	1	1
"GRMZM2G431445"	1	1	1	1	1
"GRMZM2G431468"	1	1	1	1	1
"GRMZM2G431486"	1	1	1	1	1
"GRMZM2G431504"	1	1	1	1	1
"GRMZM2G431506"	1	1	1	1	1
"GRMZM2G431524"	1	0.110756708240353	0.151923488208681	0.00886356895701949	0.064893622853368
"GRMZM2G431559"	1	1	1	1	1
"GRMZM2G431573"	1	0.9575018347449	1	0.155595364715718	1
"GRMZM2G431681"	1	1	1	1	1
"GRMZM2G431691"	1	1	1	1	1
"GRMZM2G431703"	1	1	0.893157349482365	1	1
"GRMZM2G431708"	0.731806866887552	0.808925947931101	0.146212121882402	1	0.628086874133874
"GRMZM2G431714"	1	1	1	1	1
"GRMZM2G431721"	1	1	1	1	1
"GRMZM2G431723"	1	1	1	1	1
"GRMZM2G431783"	1	0.764916152839665	1	0.875066672700487	1
"GRMZM2G431821"	1	0.168587377264103	0.686545538399416	0.219567865270152	1
"GRMZM2G431850"	1	1	1	0.0573488125577804	1
"GRMZM2G431856"	1	1	0.851473782850138	1	1
"GRMZM2G431861"	1	1	1	1	1
"GRMZM2G431885"	1	1	1	1	1
"GRMZM2G431900"	0.242578244433797	0.226898259744951	0.21755628748774	0.153438586335256	1
"GRMZM2G431927"	1	1	1	1	1
"GRMZM2G431963"	1	1	1	0.681447835900578	1
"GRMZM2G431966"	1	1	1	1	1
"GRMZM2G431989"	1	1	1	1	1
"GRMZM2G431991"	1	1	1	1	1
"GRMZM2G432002"	1	1	1	1	1
"GRMZM2G432042"	1	1	1	1	1
"GRMZM2G432050"	1	1	1	0.840982438127983	1
"GRMZM2G432053"	1	1	1	1	1
"GRMZM2G432060"	1	1	1	0.202347819363701	1
"GRMZM2G432075"	1	1	1	0.845071940804381	1
"GRMZM2G432083"	1	1	1	1	1
"GRMZM2G432090"	1	1	1	1	1
"GRMZM2G432123"	1	0.220307470989705	1	0.210930786842645	1
"GRMZM2G432128"	0.133185048066359	0.483951059326466	0.134729178554847	0.23295527360276	0.698665774808384
"GRMZM2G432145"	1	1	0.475134643157506	0.173949651603362	0.928272364873962
"GRMZM2G432167"	1	1	0.851231381157627	0.840982438127983	1
"GRMZM2G432176"	1	1	0.18030866970031	1	1
"GRMZM2G432246"	1	1	1	1	0.887029435072701
"GRMZM2G432266"	1	1	0.724592716239378	0.0624931948428913	1
"GRMZM2G432291"	1	1	1	1	1
"GRMZM2G432317"	1	1	1	1	1
"GRMZM2G432330"	1	1	1	0.0748452903406344	0.863708280895243
"GRMZM2G432335"	1	1	1	0.840982438127983	1
"GRMZM2G432390"	1	1	1	0.20615188457015	1
"GRMZM2G432431"	1	1	1	1	1
"GRMZM2G432480"	1	0.000773745818914466	0.000234861057097502	5.00234311938241e-07	8.0812893413156e-05
"GRMZM2G432525"	1	1	1	0.554421663261401	1
"GRMZM2G432557"	1	1	1	1	1
"GRMZM2G432560"	1	1	1	0.851883392138643	1
"GRMZM2G432566"	1	1	1	0.240047646178399	1
"GRMZM2G432571"	1	1	1	0.322772221293085	1
"GRMZM2G432579"	1	1	1	1	1
"GRMZM2G432583"	0.989896612251182	1	0.865757825477206	0.524071145273426	1
"GRMZM2G432591"	1	1	1	1	1
"GRMZM2G432607"	1	1	1	1	1
"GRMZM2G432615"	1	1	1	1	1
"GRMZM2G432627"	1	1	1	1	1
"GRMZM2G432631"	1	1	1	1	0.571036251703708
"GRMZM2G432642"	1	0.230276355694991	0.443652628281984	0.0248136330597245	0.0879743577197097
"GRMZM2G432644"	1	1	1	1	1
"GRMZM2G432653"	1	1	1	0.236821968272332	1
"GRMZM2G432662"	1	1	1	1	1
"GRMZM2G432671"	1	1	1	1	1
"GRMZM2G432679"	1	1	1	1	1
"GRMZM2G432697"	1	1	1	1	1
"GRMZM2G432716"	0.872438855446851	1	1	1	1
"GRMZM2G432722"	1	1	1	0.395779796266127	1
"GRMZM2G432738"	1	1	1	0.0394857781034101	0.408419528784552
"GRMZM2G432750"	1	1	1	1	1
"GRMZM2G432753"	1	1	1	1	1
"GRMZM2G432757"	1	1	1	1	1
"GRMZM2G432774"	1	1	1	0.518411249865355	1
"GRMZM2G432791"	1	1	1	1	1
"GRMZM2G432796"	1	1	1	1	0.751273383332183
"GRMZM2G432801"	1	1	0.0302160768512423	0.313614565601386	0.0161016597633093
"GRMZM2G432808"	1	1	1	1	1
"GRMZM2G432821"	1	1	1	1	1
"GRMZM2G432824"	1	1	1	1	1
"GRMZM2G432834"	1	1	1	1	1
"GRMZM2G432839"	1	1	1	1	1
"GRMZM2G432846"	1	1	1	1	1
"GRMZM2G432850"	1	0.836464062835933	1	0.29919041975311	1
"GRMZM2G432896"	1	1	1	0.881536018195956	0.871088008980738
"GRMZM2G432900"	1	1	1	1	1
"GRMZM2G432918"	1	1	1	0.686782353353584	0.483562287639417
"GRMZM2G432926"	1	1	1	1	1
"GRMZM2G432931"	1	1	1	1	1
"GRMZM2G432975"	1	1	1	1	1
"GRMZM2G432977"	1	1	1	1	1
"GRMZM2G432981"	1	1	1	1	1
"GRMZM2G432984"	1	1	1	1	1
"GRMZM2G433002"	1	0.932288891669518	1	0.108535229530507	1
"GRMZM2G433003"	1	1	1	1	1
"GRMZM2G433025"	1	1	1	1	0.310156548453508
"GRMZM2G433041"	1	1	1	1	1
"GRMZM2G433067"	1	1	1	1	1
"GRMZM2G433076"	1	1	1	0.105421085289942	1
"GRMZM2G433077"	1	1	1	1	1
"GRMZM2G433095"	1	1	1	1	1
"GRMZM2G433117"	1	1	1	0.288442784539565	1
"GRMZM2G433119"	1	1	1	1	0.812213263727815
"GRMZM2G433137"	1	1	1	0.044466673681478	0.523574285419865
"GRMZM2G433150"	1	1	1	1	1
"GRMZM2G433162"	1	0.0317454655739261	0.00101017714579958	5.29008975658838e-10	1.14803028031226e-08
"GRMZM2G433174"	1	1	1	1	1
"GRMZM2G433184"	1	1	1	1	1
"GRMZM2G433216"	1	1	1	1	1
"GRMZM2G433243"	1	1	1	1	1
"GRMZM2G433250"	0.102334087736376	1	1	0.670684261308901	1
"GRMZM2G433253"	1	1	1	1	1
"GRMZM2G433271"	1	1	1	1	1
"GRMZM2G433295"	1	1	1	1	1
"GRMZM2G433306"	1	1	1	1	1
"GRMZM2G433333"	1	1	1	0.92553643283528	1
"GRMZM2G433338"	1	1	1	1	1
"GRMZM2G433365"	1	1	1	1	1
"GRMZM2G433367"	1	1	1	0.163571542310606	1
"GRMZM2G433385"	1	1	1	1	1
"GRMZM2G433432"	1	1	1	1	1
"GRMZM2G433433"	1	1	0.64032651734871	0.515842919857196	1
"GRMZM2G433446"	1	1	1	1	1
"GRMZM2G433450"	1	1	1	1	1
"GRMZM2G433481"	1	1	1	1	1
"GRMZM2G433484"	1	1	1	1	1
"GRMZM2G433521"	1	1	1	1	1
"GRMZM2G433528"	1	1	1	0.951115969442498	1
"GRMZM2G433536"	1	1	1	1	1
"GRMZM2G433551"	1	1	1	1	1
"GRMZM2G433557"	1	1	1	1	1
"GRMZM2G433579"	1	0.46608859041805	0.95599241564575	1	0.940435830336827
"GRMZM2G433590"	1	1	1	0.814751147181281	1
"GRMZM2G433591"	1	1	0.498267712100244	0.0435206214731772	0.170659943836474
"GRMZM2G433598"	1	1	1	1	1
"GRMZM2G433601"	1	1	1	1	1
"GRMZM2G433609"	1	1	1	1	1
"GRMZM2G433616"	1	1	1	0.496734997027806	1
"GRMZM2G433624"	1	1	1	0.81698858977622	1
"GRMZM2G433627"	1	1	1	1	1
"GRMZM2G433630"	1	1	1	1	1
"GRMZM2G433662"	1	1	1	1	1
"GRMZM2G433666"	1	1	1	1	1
"GRMZM2G433684"	1	1	1	1	1
"GRMZM2G433702"	1	1	1	1	1
"GRMZM2G433709"	1	0.766367591458502	1	1	1
"GRMZM2G433727"	1	1	1	0.849500757757036	1
"GRMZM2G433731"	0.00568133364312001	0.0280950629818385	0.00414819030275816	0.345432561634178	0.0918373981658055
"GRMZM2G433767"	1	1	1	0.569251809965328	1
"GRMZM2G433790"	1	1	1	1	1
"GRMZM2G433791"	1	1	1	1	1
"GRMZM2G433795"	1	1	1	0.849500757757036	1
"GRMZM2G433800"	1	0.841333862484785	1	0.524672194832029	0.885161567509591
"GRMZM2G433801"	1	1	1	0.0536337366062628	0.863012410658617
"GRMZM2G433819"	1	1	1	1	1
"GRMZM2G433844"	1	1	1	1	1
"GRMZM2G433847"	1	1	1	1	1
"GRMZM2G433849"	1	1	1	1	1
"GRMZM2G433854"	1	1	1	1	1
"GRMZM2G433855"	1	1	1	0.557800174409024	1
"GRMZM2G433905"	1	1	1	1	1
"GRMZM2G433908"	1	1	1	1	1
"GRMZM2G433912"	0.716740961361791	1	1	1	1
"GRMZM2G433921"	1	1	1	1	1
"GRMZM2G433925"	1	1	1	1	1
"GRMZM2G433927"	1	1	1	1	1
"GRMZM2G433930"	1	1	1	1	1
"GRMZM2G433936"	1	1	1	1	1
"GRMZM2G433942"	1	1	1	0.259167148813086	1
"GRMZM2G433948"	1	1	1	1	1
"GRMZM2G433959"	1	1	0.817000119606248	0.131909110183	1
"GRMZM2G433968"	1	1	1	0.5990314369833	1
"GRMZM2G433989"	1	1	1	1	1
"GRMZM2G434031"	1	1	1	1	1
"GRMZM2G434090"	1	1	1	1	1
"GRMZM2G434098"	1	1	1	1	1
"GRMZM2G434131"	1	1	0.946140608308565	1	1
"GRMZM2G434154"	1	1	1	0.907251130681083	1
"GRMZM2G434155"	1	1	0.978229679274924	0.524672194832029	1
"GRMZM2G434157"	1	1	1	1	1
"GRMZM2G434161"	1	1	1	1	1
"GRMZM2G434170"	1	1	0.0711079095984571	0.915736282885378	1
"GRMZM2G434173"	0.979329590438076	1	1	0.609741315006589	1
"GRMZM2G434178"	1	1	1	1	1
"GRMZM2G434184"	1	1	1	1	1
"GRMZM2G434191"	1	1	1	1	1
"GRMZM2G434203"	1	1	1	0.600862331677864	1
"GRMZM2G434219"	1	1	0.829212541831702	1	1
"GRMZM2G434240"	1	1	1	1	1
"GRMZM2G434252"	1	1	1	0.109799934345465	1
"GRMZM2G434275"	1	1	1	0.524672194832029	1
"GRMZM2G434277"	1	1	1	0.0438210801435702	1
"GRMZM2G434299"	1	1	1	1	1
"GRMZM2G434301"	1	1	1	0.248453996310305	0.95012955752965
"GRMZM2G434317"	1	0.312632008420035	1	0.0989808571195533	0.239647305776946
"GRMZM2G434353"	1	1	1	1	1
"GRMZM2G434363"	0.267335663861906	1	1	1	1
"GRMZM2G434380"	1	1	1	0.559048876178152	1
"GRMZM2G434388"	1	1	1	1	1
"GRMZM2G434415"	1	1	1	1	1
"GRMZM2G434419"	1	1	1	1	1
"GRMZM2G434425"	1	0.666385272575071	1	0.00704943538257325	0.0103707082958082
"GRMZM2G434445"	1	1	1	1	1
"GRMZM2G434448"	1	1	1	1	1
"GRMZM2G434462"	1	1	1	1	1
"GRMZM2G434500"	1	1	1	1	1
"GRMZM2G434506"	1	0.652201689767713	0.163412580944298	0.33037509223052	0.00138534434161127
"GRMZM2G434509"	1	1	1	1	1
"GRMZM2G434514"	1	1	1	1	1
"GRMZM2G434518"	1	1	1	0.39959959907683	1
"GRMZM2G434519"	1	1	1	0.840982438127983	1
"GRMZM2G434541"	1	0.406539683736615	1	0.494077415831892	1
"GRMZM2G434549"	1	1	1	1	1
"GRMZM2G434553"	1	1	1	1	1
"GRMZM2G434557"	0.412339505633973	4.02103138517275e-05	0.00109655924815694	1.04807526609466e-07	0.000356883606771338
"GRMZM2G434561"	1	1	1	1	1
"GRMZM2G434572"	1	1	1	1	1
"GRMZM2G434597"	1	1	1	1	1
"GRMZM2G434640"	1	1	1	1	1
"GRMZM2G434669"	1	1	1	1	1
"GRMZM2G434679"	1	1	1	1	1
"GRMZM2G434696"	1	1	1	0.558557917010925	1
"GRMZM2G434715"	1	1	1	0.921712652174476	1
"GRMZM2G434753"	1	1	1	1	1
"GRMZM2G434792"	1	1	1	0.503609656640635	1
"GRMZM2G434809"	1	1	1	1	1
"GRMZM2G434821"	1	1	1	1	1
"GRMZM2G434839"	1	1	1	1	1
"GRMZM2G434842"	1	1	1	0.0748919795421467	1
"GRMZM2G434846"	1	1	1	1	1
"GRMZM2G434910"	1	1	1	0.995628035081569	1
"GRMZM2G434926"	1	1	1	1	1
"GRMZM2G434935"	0.893843632016741	1	0.840411347706338	1	0.900556214617695
"GRMZM2G435001"	1	1	1	0.358243069128425	1
"GRMZM2G435015"	1	1	1	1	1
"GRMZM2G435034"	1	0.788200043001983	0.967653294658265	0.0108024883727551	0.914466335881485
"GRMZM2G435049"	1	1	1	1	1
"GRMZM2G435096"	1	1	1	1	1
"GRMZM2G435104"	1	1	1	1	1
"GRMZM2G435120"	1	1	1	1	1
"GRMZM2G435219"	1	1	1	1	1
"GRMZM2G435224"	1	1	1	1	1
"GRMZM2G435244"	1	1	1	1	1
"GRMZM2G435248"	1	1	1	1	1
"GRMZM2G435255"	1	1	1	1	1
"GRMZM2G435261"	1	1	1	1	1
"GRMZM2G435274"	1	1	1	1	1
"GRMZM2G435276"	1	1	1	1	1
"GRMZM2G435290"	1	1	1	1	1
"GRMZM2G435294"	1	0.254075360404382	1	0.178367065410396	1
"GRMZM2G435314"	1	1	1	1	1
"GRMZM2G435338"	1	0.450970509937641	0.0613596850431363	0.361000687357463	1
"GRMZM2G435357"	1	1	1	1	1
"GRMZM2G435373"	0.97997708524879	1	1	0.124086940060459	1
"GRMZM2G435380"	1	1	1	1	1
"GRMZM2G435385"	1	1	1	1	1
"GRMZM2G435393"	1	1	1	1	1
"GRMZM2G435438"	1	1	1	0.840982438127983	1
"GRMZM2G435441"	1	1	1	1	1
"GRMZM2G435445"	1	0.869931854623552	1	1	1
"GRMZM2G435473"	1	0.96401065645256	1	1	1
"GRMZM2G435475"	1	0.328726906370207	0.884201172194384	0.841715657028675	1
"GRMZM2G435497"	1	1	1	1	1
"GRMZM2G435536"	1	1	1	0.765617359427496	1
"GRMZM2G435541"	1	1	1	0.272416914452056	1
"GRMZM2G435582"	1	1	1	1	0.432484546719459
"GRMZM2G435587"	1	1	1	1	1
"GRMZM2G435589"	1	1	1	0.496734997027806	1
"GRMZM2G435592"	1	1	1	1	1
"GRMZM2G435619"	1	1	1	1	1
"GRMZM2G435627"	1	0.0773475970063542	0.0439538362479837	7.35806726812334e-07	0.00142069548634744
"GRMZM2G435642"	1	1	1	1	1
"GRMZM2G435661"	0.939960267089104	0.792619070091624	1	1	1
"GRMZM2G435675"	1	1	1	1	1
"GRMZM2G435684"	1	1	1	1	1
"GRMZM2G435689"	1	1	1	1	1
"GRMZM2G435744"	1	0.993432868911904	1	0.524672194832029	1
"GRMZM2G435754"	1	1	0.962585372336191	0.538766934527608	1
"GRMZM2G435756"	1	1	1	1	1
"GRMZM2G435761"	1	1	1	0.972398133925278	1
"GRMZM2G435765"	1	0.88553226593972	1	0.0701896213055974	1
"GRMZM2G435771"	1	1	1	1	1
"GRMZM2G435796"	1	1	1	1	1
"GRMZM2G435818"	1	1	0.87652534170738	0.840982438127983	1
"GRMZM2G435824"	1	1	1	1	1
"GRMZM2G435881"	1	1	1	1	1
"GRMZM2G435942"	1	1	1	1	1
"GRMZM2G435944"	1	1	1	1	1
"GRMZM2G435979"	1	1	1	0.537661682416649	1
"GRMZM2G435986"	1	0.353013606474345	1	0.126244339928195	0.0911558657806412
"GRMZM2G435993"	1	1	1	0.773410193636858	1
"GRMZM2G436000"	1	1	0.941620139274485	1	1
"GRMZM2G436001"	1	1	1	0.0668448654871095	0.516917543859835
"GRMZM2G436007"	1	1	1	1	1
"GRMZM2G436020"	1	1	1	0.956777190273082	1
"GRMZM2G436036"	1	1	1	1	1
"GRMZM2G436059"	1	1	1	1	1
"GRMZM2G436064"	1	1	1	1	1
"GRMZM2G436066"	1	1	1	1	0.851702758768238
